sBB,Gurobi,Logarithmic,DisaggLogarithmic,ZigZag,ZigZagInteger
31.45173215866089,1800,33.8537612,68.789742,127.7623184,132.9231149
41.310465574264526,1800,108.108633,83.3308383,146.3251822,141.9213322
128.5171811580658,1800,260.6297741,705.9313556,256.0691728,116.985258
33.657044410705566,1800,17.9212446,26.0374869,32.1163811,57.4044724
67.94241499900818,1800,59.2117778,189.5946507,162.0143304,78.4233606
138.22625994682312,1800,155.1706132,357.4006717,231.0884992,235.7946559
35.3366174697876,1800,32.5751052,70.2490595,164.953469,159.5504357
39.420750856399536,1800,40.8376596,168.4661921,225.1874813,193.6729854
29.880992889404297,1800,20.8021344,27.3523053,34.9314646,48.0935453
152.73171091079712,1800,88.8608193,236.6154077,279.4186104,265.9127817
53.29263877868652,1800,66.5545703,138.3243968,138.4710777,147.7144246
378.38013434410095,1800,184.3503896,635.2534756,516.473783,811.7217139
40.78477621078491,1800,64.280549,1640.6986186,133.7920177,144.1407684
123.81739711761476,1800,99.360063,802.0918726,347.1772004,380.8369581
58.21373176574707,1800,33.5799679,130.9809595,171.6150549,137.3270942
65.6822247505188,1800,51.379024,138.4946402,195.0375849,174.1792167
40.27364897727966,1800,224.4691045,124.5719788,188.05397,211.5156316
59.91138052940369,1800,221.9555289,139.5763345,211.4164881,156.0804099
57.34463143348694,1800,98.0515823,115.3752304,276.4189253,234.028982
148.7919316291809,1800,93.9466015,147.3816728,355.6567351,462.4449454
33.59937572479248,1800,42.9727326,92.9458136,129.3504651,51.8081145
572.3009622097015,1800,76.0142193,728.7315721,557.8622835,533.2978432
35.55994415283203,1800,41.6096226,89.4879008,132.2844436,122.133361
189.76081800460813,1800,146.5110336,778.4782591,355.2726618,329.7006327
55.5520875453949,1800,51.5767138,132.5057889,158.5645099,193.1130309
232.16641902923584,1800,135.2410113,643.1824585,335.4787105,407.0577963
59.32281136512756,1800,65.4980947,96.8152904,199.301406,216.5501327
31.561082363128666,1800,65.8676463,58.1278709,105.1106936,60.4990015
157.94905257225037,1800,69.4523521,303.6671996,216.9064139,220.4846555
75.5324273109436,1800,50.3204455,616.7714743,289.9595197,231.5188372
35.25228428840637,1800,74.1619563,119.5427729,190.4573928,184.8686969
227.80013608932492,1800,103.7418344,947.7211353,254.3776881,127.4862527
57.44049119949341,1800,53.2605557,339.6534458,168.7344112,173.4797152
49.22752237319946,1800,180.3768946,117.3460512,196.2219602,183.5280735
52.04785943031311,1800,119.4356359,106.3089117,240.0361506,302.6446655
55.19268131256104,1800,29.0920284,50.0971223,140.1846255,141.3493769
132.1782681941986,1800,54.4874357,343.9534192,237.2619699,191.9859511
116.03045272827148,1800,127.1568546,536.18926,235.9249039,291.1846016
67.67054510116577,1800,48.1463408,138.1384174,185.2303044,100.0000084
200.5274293422699,1800,67.5725333,293.5573047,210.345564,235.1434409
43.31879758834839,1800,62.2293135,151.3291792,185.6626744,162.5739173
88.18966794013977,1800,119.9768176,225.0775393,229.5277488,219.893691
116.00750422477722,1800,182.6065586,173.668586,237.8301365,258.2797602
62.93894934654236,1800,51.5033539,96.3076915,162.7131963,148.3170527
51.69424462318421,1800,170.4071879,283.427767,238.0591253,186.4625044
49.05276155471802,1800,142.493636,95.6793561,171.7577458,199.5395286
101.2871584892273,1800,50.6320683,294.6486043,240.062787,245.5664057
243.56143522262573,1800,545.6510638,1805.69536,1475.5565882,330.3520703
45.44697666168213,1800,96.3259152,79.4963897,163.8116803,135.4933372
39.030659437179565,1800,172.8107205,881.0282042,195.7198109,191.3911014
