sBB,Gurobi,Logarithmic,DisaggLogarithmic,ZigZag,ZigZagInteger
1.1068806648254397,0.043515920639038,0.1064057,0.0441752,0.0428173,0.0407811
0.4926812648773193,0.1082077026367187,0.0697702,0.0844296,0.0825933,0.0922813
0.286945104598999,0.0588297843933105,0.0473382,0.0903477,0.0800179,0.0583299
0.0775825977325439,0.0414083003997802,0.0419172,0.0417278,0.0547968,0.0381635
0.0936729907989502,0.0285987854003906,0.0311775,0.0386448,0.038622,0.0367743
0.0491101741790771,0.0240952968597412,0.018895,0.0466859,0.0246053,0.0225463
0.0405094623565673,0.0306160449981689,0.0224488,0.0279616,0.0273101,0.0272049
0.121396780014038,0.0336115360260009,0.0300183,0.0372701,0.0346175,0.0321251
0.2500941753387451,0.063589334487915,0.0828791,0.0786852,0.1197115,0.0718904
0.0580759048461914,0.0306153297424316,0.0370653,0.0464852,0.0475111,0.0388067
0.1092703342437744,0.0457119941711425,0.0378788,0.0529736,0.0640014,0.0402644
0.0847060680389404,0.03961181640625,0.0610599,0.0531923,0.0712217,0.0578097
0.1293187141418457,0.0285074710845947,0.0263454,0.0297589,0.0320616,0.0306254
0.1195607185363769,0.0406160354614257,0.0320269,0.0443103,0.0367662,0.0357048
0.4557747840881347,0.1364927291870117,0.1400404,0.141217,0.1339008,0.0797415
0.1118028163909912,0.0511331558227539,0.0471306,0.0523042,0.0716064,0.0505186
0.1556055545806884,0.0481626987457275,0.0789885,0.0844625,0.0938573,0.1049822
0.257533311843872,0.0852153301239013,0.0773079,0.0997279,0.0930673,0.1069774
0.0501132011413574,0.0477235317230224,0.0408232,0.0454204,0.0526649,0.0465262
0.1047227382659912,0.0293335914611816,0.0334822,0.0380924,0.0393895,0.0545455
0.0937790870666503,0.0415081977844238,0.036539,0.0456757,0.0448948,0.039685
0.123218297958374,0.0651636123657226,0.0438758,0.0471712,0.0465388,0.0430315
0.1041784286499023,0.0426197052001953,0.0338313,0.040026,0.0375224,0.0539031
0.1223747730255127,0.0500972270965576,0.0421199,0.049032,0.0515271,0.0496903
0.1332404613494873,0.0581662654876709,0.061017,0.0538099,0.0637642,0.0583639
0.1968874931335449,0.0819911956787109,0.0541971,0.0663843,0.0721868,0.0867767
0.3077890872955322,0.107856273651123,0.0735614,0.0807302,0.0986636,0.091654
0.2849187850952148,0.120276927947998,0.0682401,0.1111047,0.0705595,0.0751721
0.640181303024292,0.1924843788146972,0.0719632,0.0962792,0.1508024,0.1245721
0.3590600490570068,0.0705652236938476,0.0562949,0.0603089,0.0644153,0.0452034
0.0405943393707275,0.0465092658996582,0.0340746,0.0429067,0.0399772,0.0340343
0.163999319076538,0.0447607040405273,0.0396158,0.0520272,0.0456124,0.0646859
0.0602016448974609,0.0205042362213134,0.0313404,0.0361566,0.0384502,0.0335395
0.1445229053497314,0.0295071601867675,0.0285067,0.035209,0.0337612,0.0313513
0.1491467952728271,0.0427954196929931,0.050073,0.0531121,0.0594644,0.0586265
0.183769941329956,0.0733833312988281,0.0527202,0.0577514,0.1055207,0.0890348
0.2973098754882812,0.0551390647888183,0.0666614,0.0720177,0.0685549,0.0727263
0.1402969360351562,0.0325815677642822,0.0333531,0.0385594,0.0442288,0.0610867
0.0767631530761718,0.028620958328247,0.0307875,0.0400241,0.0444916,0.0282372
0.0761871337890625,0.0380206108093261,0.0414249,0.045361,0.0497651,0.0389766
0.0682129859924316,0.0315086841583251,0.0307664,0.0397636,0.0371275,0.0566705
0.6320033073425293,0.0988485813140869,0.0915709,0.1092623,0.0949553,0.0987899
0.032198429107666,0.0130035877227783,0.0244077,0.0282569,0.0291531,0.0249421
0.0847034454345703,0.0651783943176269,0.0443927,0.0572376,0.0831729,0.0622976
0.0854477882385253,0.0150148868560791,0.0205154,0.0245495,0.0239093,0.0220026
0.081669807434082,0.0286362171173095,0.0321182,0.038314,0.0355267,0.0334766
0.1681649684906005,0.0931906700134277,0.0806698,0.0633824,0.0757147,0.0548423
0.1392998695373535,0.0451517105102539,0.0425686,0.0483759,0.0682397,0.0491028
0.1400356292724609,0.067033052444458,0.0483835,0.0737797,0.0862528,0.0776616
0.0495858192443847,0.037595510482788,0.0406415,0.0491277,0.0716221,0.0595872
