sBB,Gurobi,Logarithmic,DisaggLogarithmic,ZigZag,ZigZagInteger
119.46143293380736,1800,1285.8420424,1172.509123,1810.0029609,1554.1923971
71.23193788528442,1800,43.1090639,57.7111837,135.3015795,331.2820183
292.3289759159088,1800,926.6913747,1812.8480989,1038.3304187,1156.8795911
74.76741456985474,1800,1807.6007423,1813.0535075,1809.5817143,1807.7926384
231.85752415657043,1800,163.1771689,520.6766376,816.2076929,761.3573802
75.92249059677124,1800,781.630113,294.2593339,707.8071901,925.8910071
153.82723736763,1800,40.9365634,57.748795,78.7034987,91.1078867
530.2614254951477,1800,224.5810504,829.6998142,1102.2750866,696.7250393
146.3569974899292,1800,1806.0491701,1130.6372375,1371.0816898,1025.4445784
73.49858045578003,1800,151.5695795,747.3440879,1060.0231552,1353.0285271
138.4209189414978,1800,152.2167965,139.5622584,289.2873474,252.0686931
58.31296110153198,1800,113.6710026,329.7471654,482.5113308,172.558903
71.31247973442078,1800,1806.9453531,1813.0160584,1809.3838498,1808.6416216
171.6234040260315,1800,159.1789978,191.857207,307.3094493,311.3483624
348.63671040534973,1800,191.2521953,170.6401287,347.5022455,530.6620665
319.13817167282104,1800,360.3475146,556.2048821,462.202004,385.6140168
104.93790054321288,1800,73.072731,141.3500541,269.2125758,269.8969795
70.54509568214417,1800,106.0007793,188.0608813,386.8601266,379.3267471
117.3291039466858,1800,107.2495231,176.1769633,434.787712,434.78652
68.67176485061646,1800,970.2398901,693.6227822,963.3448047,574.2653418
65.60904741287231,1800,881.9406128,1727.8139603,1809.6329645,1808.6697101
60.2354040145874,1800,840.8347506,543.9899355,609.6584254,535.0638227
85.27950859069824,1800,275.8581562,323.8323755,348.6089391,326.8711405
76.90694046020508,1800,28.8235119,47.5310055,59.7331018,74.3000852
104.1241340637207,1800,1119.8298088,533.8645311,798.7083204,1010.3996142
299.7978274822235,1800,121.729175,275.1540174,329.8041897,306.6988648
964.6669075489044,1800,335.9143557,403.5218221,481.1870295,626.3810099
71.29724311828613,1800,121.0317198,277.8716666,348.4085543,324.429112
58.15690803527832,1800,156.5648688,504.9684799,309.9501206,525.5416132
1801.0,1800,146.121341,131.783777,332.8276148,309.419596
65.0152690410614,1800,148.8263193,240.6621028,276.5706567,260.6130041
264.309241771698,1800,537.3493021,1811.8128868,1809.2130231,1051.048331
66.17025208473206,1800,126.2593195,285.3747206,362.4166757,374.1554602
199.12291812896729,1800,48.3721585,59.4809743,79.5593363,92.7193857
260.97109627723694,1800,172.7256385,340.2944349,772.0255067,708.8136364
64.29998683929443,1800,125.1545299,189.6127281,293.3889912,95.366796
252.2184398174286,1800,40.764959,63.6706836,85.6703992,123.4699475
105.15403413772584,1800,230.7432201,532.8937697,493.5967171,543.2781336
78.44144248962402,1800,1806.0844398,932.7381049,1051.8350658,828.1152913
308.088730096817,1800,226.4084332,233.1024496,317.4309994,286.7680402
298.5908832550049,1800,1806.4603959,1812.9176429,1809.3240802,1808.1822874
70.273592710495,1800,295.1455684,683.4970788,461.093478,520.9329924
121.88863015174866,1800,909.6052615,999.292945,622.997583,571.3718224
1800.2847321033478,1800,53.0593594,62.4893964,508.8771867,357.6107521
82.5359857082367,1800,264.6795002,380.0152021,585.2976944,504.0605933
125.14001607894896,1800,274.8167505,193.3516628,273.1026265,212.1011621
168.75048685073853,1800,736.7824672,305.204103,540.6728541,605.0118089
68.84364056587219,1800,52.9548812,60.0688614,73.3976878,123.9598526
151.26005053520203,1800,126.2830812,194.922606,457.2479788,340.6804232
71.31843757629395,1800,238.1532836,440.8138187,451.4860215,470.6848776
